hgnc_symbol	class	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	entrez_gene_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
GRK5	STK	AGC	GRK	GRK	GRK	N/A	GRK5	GRK5	2869	G protein-coupled receptor kinase 5	GPRK5	GPRK5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRK6	STK	AGC	GRK	GRK	GRK	N/A	GRK6	GRK6	2870	G protein-coupled receptor kinase 6	GPRK6	FLJ32135	GPRK6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRK7	STK	AGC	GRK	GRK	GRK	N/A	Not found by Ethan	Not found	131890	G protein-coupled receptor kinase 7	GPRK7	GPRK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	G-protein-coupled receptor kinase 7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	AGC	GRK	GRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSK3A	N/A	CMGC	GSK	N/A	GSK	GSK3[alpha]	GSK3A	GSK3A	2931	glycogen synthase kinase 3 alpha	GSK3A	DKFZp686D0638	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSK3B	N/A	CMGC	GSK	N/A	GSK	GSK3[beta]	GSK3B	GSK3B	2932	glycogen synthase kinase 3 beta	GSK3B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSPB8	N/A	Atypical	H11	N/A	N/A	N/A	N/A	N/A	26353	heat shock 22kDa protein 8	H11	CMT2L	DHMN2	E2IG1	H11	HMN2	HSP22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Charcot-Marie-Tooth disease, axonal, type 2L"	"Charcot-Marie-Tooth disease, spinal"	heat shock 27kDa protein 8	"hereditary motor neuropathy, distal"	protein kinase H11	small stress protein-like protein HSP22	"spinal muscular atrophy, distal, adult, autosomal dominant"	N/A	N/A	N/A
GSG2	N/A	Other	Haspin	N/A	N/A	N/A	N/A	N/A	83903	germ cell associated 2 (haspin)	Haspin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	germ cell-specific gene 2	haploid germ cell-specific nuclear protein kinase	haspin	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHUK	N/A	Other	IKK	N/A	IKK	IKK[alpha]	IKKA/CHUK	CHUK	1147	conserved helix-loop-helix ubiquitous kinase	IKKa	IKBKA	IKK-alpha	IKK1	IKKA	NFKBIKA	TCF16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	I-kappa-B kinase 1	I-kappa-B kinase-alpha	IKK-a kinase	IkB kinase alpha subunit	Nuclear factor NFkappaB inhibitor kinase alpha	conserved helix-loop ubiquitous kinase	N/A	N/A	N/A	N/A
IKBKB	N/A	Other	IKK	N/A	IKK	IKK[beta]	IKKB/IKBKB	IKBKB	3551	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"	IKKb	FLJ40509	IKK-beta	IKK2	IKKB	MGC131801	NFKBIKB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	inhibitor of nuclear factor kappa B kinase beta subunit	nuclear factor NF-kappa-B inhibitor kinase beta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IKBKE	N/A	Other	IKK	N/A	IKK	IKK[epsilon]	IKKE/IKBKE	IKBKE	9641	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	IKKe	IKK-i	IKKE	IKKI	KIAA0151	MGC125294	MGC125295	MGC125297	N/A	N/A	N/A	N/A	N/A	N/A	IKK-related kinase epsilon	inducible IkappaB kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBK1	N/A	Other	IKK	N/A	IKK	TBK1	TBK1	TBK1	29110	TANK-binding kinase 1	TBK1	FLJ11330	NAK	T2K	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NF-kB-activating kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGF1R	N/A	TK	InsR	N/A	INSR	IGF1R	IGF1R	IGF1R	3480	insulin-like growth factor 1 receptor	IGF1R	CD221	IGFIR	JTK13	MGC142170	MGC142172	MGC18216	N/A	N/A	N/A	N/A	N/A	N/A	N/A	clone 1900 unknown protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INSR	N/A	TK	InsR	N/A	INSR	InSR	INSR	INSR	3643	insulin receptor	INSR	CD220	HHF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INSRR	N/A	TK	InsR	N/A	INSR	IRR	Not found by Jake	Not found	3645	insulin receptor-related receptor	IRR	IRR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IR-related receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRAK1	N/A	TKL	IRAK	N/A	IRAK	IRAK1	IRAK1	IRAK1	3654	interleukin-1 receptor-associated kinase 1	IRAK1	IRAK	pelle	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pelle (Drosophila) homolog	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRAK2	N/A	TKL	IRAK	N/A	IRAK	IRAK2	Not found by Ethan	Not found	3656	interleukin-1 receptor-associated kinase 2	IRAK2	IRAK-2	MGC150550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	interleukin-1 receptor associated kinase-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRAK3	N/A	TKL	IRAK	N/A	IRAK	IRAK3	Not found by Ethan	IRAK3	11213	interleukin-1 receptor-associated kinase 3	IRAK3	IRAK-M	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	interleukin-1 receptor-associated kinase M	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRAK4	N/A	TKL	IRAK	N/A	IRAK	IRAK4	IRAK4	IRAK4	51135	interleukin-1 receptor-associated kinase 4	IRAK4	NY-REN-64	REN64	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IRAK-4 mutated form 1	interleukin-1 receptor associated kinase 4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERN1	N/A	Other	IRE	N/A	Not Found By Ethan	N/A	Not found by Ethan	Not found	2081	endoplasmic reticulum to nucleus signalling 1	IRE1	FLJ30999	IRE1	IRE1P	MGC163277	MGC163279	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ER to nucleus signalling 1	inositol-requiring 1	protein kinase/endoribonuclease	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERN2	N/A	Other	IRE	N/A	Not Found By Ethan	N/A	Not found by Ethan	Not found	10595	endoplasmic reticulum to nucleus signalling 2	IRE2	IRE1b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ER to nucleus signalling 2	IRE1 beta	"IRE1, S. cerevisiae, homolog of"	inositol-requiring 1 beta	N/A	N/A	N/A	N/A	N/A	N/A
JAK1	N/A	TK	JakA	N/A	JAK	JAK1	JAK1	JAK1	3716	Janus kinase 1 (a protein tyrosine kinase)	JAK1	JAK1A	JAK1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	janus kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JAK2	N/A	TK	JakA	N/A	JAK	JAK2	JAK2	JAK2	3717	Janus kinase 2 (a protein tyrosine kinase)	JAK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Janus kinase 2	OTTHUMP00000043260	tyrosine-protein kinase JAK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JAK3	N/A	TK	JakA	N/A	JAK	JAK3	JAK3	JAK3	3718	"Janus kinase 3 (a protein tyrosine kinase, leukocyte)"	JAK3	JAK-3	JAK3_HUMAN	JAKL	L-JAK	LJAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Janus kinase 3	LEUKOCYTE JANUS KINASE	TYROSINE-PROTEIN KINASE JAK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TYK2	N/A	TK	JakA	N/A	JAK	Tyk2	Tyk2/TYK2	TYK2	7297	tyrosine kinase 2	TYK2	JTK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UHMK1	N/A	Other	KIS	N/A	N/A	KIS	Not found by Jake	UHMK1	127933	U2AF homology motif (UHM) kinase 1	KIS	KIS	Kist	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	KIS protein kinase	kinase interacting stathmin	kinase interacting with leukemia-associated gene (stathmin)	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LIMK1	N/A	TKL	LISK	LIMK	Not Found By Ethan	N/A	Not found by Ethan	LIMK1	3984	LIM domain kinase 1	LIMK1	LIMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	LIM motif-containing protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LIMK2	N/A	TKL	LISK	LIMK	Not Found By Ethan	N/A	Not found by Ethan	LIMK2	3985	LIM domain kinase 2	LIMK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	TKL	LISK	LIMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TESK1	N/A	TKL	LISK	TESK	N/A	TESK1	Not found by Jake	TESK1	7016	testis-specific kinase 1	TESK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	testis specific kinase-1	testis-specific kinase-1	testis-specific protein kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TESK2	N/A	TKL	LISK	TESK	N/A	N/A	Not found by Jake	TESK2	10420	testis-specific kinase 2	TESK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	testis-specific protein kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AATK	N/A	TK	Lmr	N/A	N/A	Lmr1	Not found by Jake	Not found	9625	apoptosis-associated tyrosine kinase	LMR1	AATYK	KIAA0641	LMR1	LMTK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	lemur tyrosine kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LMTK2	N/A	TK	Lmr	N/A	Not Found By Ethan	Lmr2	Not found by Ethan	Not found	22853	lemur tyrosine kinase 2	LMR2	AATYK2	BREK	KIAA1079	KPI-2	KPI2	LMR2	cprk	N/A	N/A	N/A	N/A	N/A	N/A	kinase phosphatase inhibitor 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LMTK3	N/A	TK	Lmr	N/A	Not Found By Ethan	Lmr3	Not found by Ethan	Not found	114783	lemur tyrosine kinase 3	LMR3	KIAA1883	LMR3	TYKLM3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRK1	N/A	TKL	LRRK	N/A	Not Found By Ethan	N/A	Not found by Ethan	Not found	79705	leucine-rich repeat kinase 1	LRRK1	FLJ23119	FLJ27465	KIAA1790	RIPK6	Roco1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRK2	N/A	TKL	LRRK	N/A	Not Found By Ethan	LRRK2	LRRK2	LRRK2	120892	leucine-rich repeat kinase 2	LRRK2	PARK8	RIPK7	ROCO2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Parkinson disease (autosomal dominant) 8	dardarin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK1	N/A	CMGC	MAPK	ERK1	ERK	ERK2	ERK2/MAPK1	MAPK1	5594	mitogen-activated protein kinase 1	Erk2	ERK	ERK2	ERT1	MAPK2	P42MAPK	PRKM1	PRKM2	p38	p40	p41	p41mapk	N/A	N/A	extracellular signal-regulated kinase 2	mitogen-activated protein kinase 2	protein tyrosine kinase ERK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK3	N/A	CMGC	MAPK	ERK1	ERK	ERK1	ERK1/MAPK3	MAPK3	5595	mitogen-activated protein kinase 3	Erk1	ERK1	HS44KDAP	HUMKER1A	MGC20180	P44ERK1	P44MAPK	PRKM3	N/A	N/A	N/A	N/A	N/A	N/A	extracellular signal-regulated kinase 1	extracellular signal-related kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK4	N/A	CMGC	MAPK	ERK3	ERK	ERK4	Not found by Ethan	Not found	5596	mitogen-activated protein kinase 4	Erk4	ERK3	Erk4	PRKM4	p63MAPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Erk3-related	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK6	N/A	CMGC	MAPK	ERK3	ERK	ERK3	Not found by Ethan	MAPK6	5597	mitogen-activated protein kinase 6	Erk3	DKFZp686F03189	ERK3	HsT17250	PRKM6	p97MAPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP kinase isoform p97	extracellular signal-regulated kinase 3	"extracellular signal-regulated kinase, p97"	"protein kinase, mitogen-activated 5"	"protein kinase, mitogen-activated 6"	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CMGC	MAPK	ERK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CMGC	MAPK	ERK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CMGC	MAPK	ERK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CMGC	MAPK	ERK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK7	N/A	CMGC	MAPK	ERK5	ERK	ERK5	ERK5/MAPK7	MAPK7	5598	mitogen-activated protein kinase 7	Erk5	BMK1	ERK4	ERK5	PRKM7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	BMK1 kinase	extracellular-signal-regulated kinase 5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK15	N/A	CMGC	MAPK	ERK7	ERK	ERK7	ERK7/MAPK15	MAPK15	225689	mitogen-activated protein kinase 15	Erk7	ERK7	ERK8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	extracellular regulated kinase 8 delta	extracellular signal regulated kinase 8	extracellular signal-regulated kinase 8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK10	N/A	CMGC	MAPK	JNK	JNK	JNK3	JNK3/MAPK10	MAPK10	5602	mitogen-activated protein kinase 10	JNK3	FLJ12099	FLJ33785	JNK3	JNK3A	MGC50974	PRKM10	p493F12	p54bSAPK	N/A	N/A	N/A	N/A	N/A	JNK3 alpha protein kinase	MAP kinase	c-Jun N-terminal kinase 3	c-Jun kinase 3	stress activated protein kinase JNK3	stress activated protein kinase beta	N/A	N/A	N/A	N/A
MAPK8	N/A	CMGC	MAPK	JNK	JNK	JNK1	JNK1/MAPK8	MAPK8	5599	mitogen-activated protein kinase 8	JNK1	JNK	JNK1	JNK1A2	JNK21B1/2	PRKM8	SAPK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	JNK1 alpha protein kinase	JNK1 beta protein kinase	c-Jun N-terminal kinase 1	mitogen-activated protein kinase 8 transcript variant 2	protein kinase JNK1	stress-activated protein kinase JNK1	N/A	N/A	N/A	N/A
MAPK9	N/A	CMGC	MAPK	JNK	JNK	JNK2	JNK2/MAPK9	MAPK9	5601	mitogen-activated protein kinase 9	JNK2	JNK-55	JNK2	JNK2A	JNK2ALPHA	JNK2B	JNK2BETA	PRKM9	p54aSAPK	N/A	N/A	N/A	N/A	N/A	Jun kinase	MAP kinase 9	c-Jun N-terminal kinase 2	c-Jun kinase 2	stress-activated protein kinase JNK2	N/A	N/A	N/A	N/A	N/A
NLK	N/A	CMGC	MAPK	nmo	nmo	NLK	NLK	NLK	51701	nemo-like kinase	NLK	DKFZp761G1211	FLJ21033	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	nemo like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK11	N/A	CMGC	MAPK	p38	p38	p38[beta]	Not found by Ethan	MAPK11	5600	mitogen-activated protein kinase 11	p38b	P38B	P38BETA2	PRKM11	SAPK2	SAPK2B	p38-2	p38Beta	N/A	N/A	N/A	N/A	N/A	N/A	mitogen-activated protein kinase p38 beta	mitogen-activated protein kinase p38-2	stress-activated protein kinase-2	stress-activated protein kinase-2b	N/A	N/A	N/A	N/A	N/A	N/A
MAPK12	N/A	CMGC	MAPK	p38	p38	p38[gamma]	Not found by Ethan	MAPK12	6300	mitogen-activated protein kinase 12	p38g	ERK3	ERK6	P38GAMMA	PRKM12	SAPK-3	SAPK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitogen-activated protein kinase 3	stress-activated protein kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK13	N/A	CMGC	MAPK	p38	p38	p38[delta]	Not found by Ethan	MAPK13	5603	mitogen-activated protein kinase 13	p38d	MGC99536	PRKM13	SAPK4	p38delta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitogen-activated protein kinase p38 delta	stress-activated protein kinase 4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK14	N/A	CMGC	MAPK	p38	p38	MAPK14	Not found by Ethan	MAPK14	1432	mitogen-activated protein kinase 14	p38a	CSBP1	CSBP2	CSPB1	EXIP	Mxi2	PRKM14	PRKM15	RK	SAPK2A	p38	p38ALPHA	N/A	N/A	Csaids binding protein	MAP kinase Mxi2	MAX-interacting protein 2	cytokine suppressive anti-inflammatory drug binding protein	p38 MAP kinase	p38 mitogen activated protein kinase	p38alpha Exip	stress-activated protein kinase 2A	N/A	N/A
MAPKAPK2	N/A	CAMK	MAPKAPK	MAPKAPK	MAPKAPK	MAPKAPK2	MAPKAPK2	MAPKAPK2	9261	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPKAPK3	N/A	CAMK	MAPKAPK	MAPKAPK	MAPKAPK	MAPKAPK3	Not found by Ethan	MAPKAPK3	7867	mitogen-activated protein kinase-activated protein kinase 3	MAPKAPK3	3PK	MAPKAP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAPKAP kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPKAPK5	N/A	CAMK	MAPKAPK	MAPKAPK	MAPKAPK	MAPKAPK5	MAPKAPK5	MAPKAPK5	8550	mitogen-activated protein kinase-activated protein kinase 5	MAPKAPK5	PRAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	p38-regulated/activated protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CAMK	MAPKAPK	MAPKAPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MKNK1	N/A	CAMK	MAPKAPK	MNK	MAPKAPK	MNK1	Not found by Ethan	MKNK1	8569	MAP kinase interacting serine/threonine kinase 1	MNK1	MNK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP kinase interacting kinase 1	MAP kinase-interacting serine/threonine kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MKNK2	N/A	CAMK	MAPKAPK	MNK	MAPKAPK	MNK2	Not found by Ethan	MKNK2	2872	MAP kinase interacting serine/threonine kinase 2	MNK2	GPRK7	MNK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	G protein-coupled receptor kinase 7	MAP kinase-interacting serine/threonine kinase 2	Putative map kinase interacting kinase [Homo sapiens]	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CAMK	MAPKAPK	MNK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LOC375449	STK	AGC	MAST	MAST	N/A	N/A	N/A	N/A	375449	N/A	MAST4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC375449	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAST1	STK	AGC	MAST	MAST	Not Found By Ethan	N/A	Not found by Ethan	MAST1	22983	microtubule associated serine/threonine kinase 1	MAST1	KIAA0973	SAST	SAST170	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9430008B02Rik	syntrophin associated serine/threonine kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAST2	STK	AGC	MAST	MAST	Not Found By Ethan	N/A	Not found by Ethan	MAST2	23139	microtubule associated serine/threonine kinase 2	MAST2	FLJ39200	KIAA0807	MAST205	MTSSK	RP4-533D7.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000046616	microtubule associated testis specific serine/threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAST3	STK	AGC	MAST	MAST	Not Found By Ethan	N/A	Not found by Ethan	Not found	23031	microtubule associated serine/threonine kinase 3	MAST3	KIAA0561	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MASTL	STK	AGC	MAST	MASTL	Not Found By Ethan	N/A	Not found by Ethan	Not found	84930	microtubule associated serine/threonine kinase-like	MASTL	FLJ14813	RP11-85G18.2	THC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	novel protein kinase domain containing protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MET	N/A	TK	Met	N/A	MET	Met	Met/MET	MET	4233	met proto-oncogene (hepatocyte growth factor receptor)	MET	HGFR	RCCP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Oncogene MET	met proto-oncogene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MST1R	N/A	TK	Met	N/A	MET	Ron	Not found by Jake	MST1R	4486	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	RON	CDw136	PTK8	RON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PTK8 protein tyrosine kinase 8	c-met-related tyrosine kinase	macrophage stimulating 1 receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLCK	N/A	CAMK	MLCK	N/A	N/A	N/A	N/A	N/A	91807	N/A	caMLCK	MGC126319	MGC126320	MLCK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	cardiac-MyBP-C associated Ca/CaM kinase	myosin light chain kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYLK	N/A	CAMK	MLCK	N/A	MLCK	N/A	Not found by Ethan	Not found	4638	"myosin, light chain kinase"	smMLCK	DKFZp686I10125	FLJ12216	KRP	MLCK	MLCK108	MLCK210	MSTP083	N/A	N/A	N/A	N/A	N/A	N/A	myosin light chain kinase	"myosin, light polypeptide kinase"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYLK2	N/A	CAMK	MLCK	N/A	MLCK	N/A	Not found by Ethan	MYLK2	85366	"myosin light chain kinase 2, skeletal muscle"	skMLCK	KMLC	MLCK	skMLCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000030562	skeletal myosin light chain kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RP11-145H9.1	N/A	CAMK	MLCK	N/A	N/A	N/A	N/A	N/A	340156	N/A	SgK085	LOC340156	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000015941	OTTHUMP00000039146	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TTN	N/A	CAMK	MLCK	N/A	MLCK	TTN	Not found by Jake	Not found	7273	titin	TTN	CMD1G	CMH9	CMPD4	DKFZp451N061	FLJ26020	FLJ26409	FLJ32040	FLJ34413	FLJ39564	FLJ43066	HMERF	LGMD2J	TMD	"cardiomyopathy, dilated 1G (autosomal dominant)"	connectin	rhabdomyosarcoma antigen MU-RMS-40.14	N/A	N/A	N/A	N/A	N/A	N/A	N/A
