entrez_gene_id	hgnc_id	hgnc_symbol	hgnc_name	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
10595	HGNC:16942	ERN2	endoplasmic reticulum to nucleus signaling 2	Other	IRE	N/A	N/A	N/A	N/A	Not found	endoplasmic reticulum to nucleus signalling 2	IRE2	IRE1b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ER to nucleus signalling 2	IRE1 beta	"IRE1, S. cerevisiae, homolog of"	inositol-requiring 1 beta	N/A	N/A	N/A	N/A	N/A	N/A
3716	HGNC:6190	JAK1	Janus kinase 1	TK	JakA	N/A	JAK	JAK1	JAK1	JAK1	Janus kinase 1 (a protein tyrosine kinase)	JAK1	JAK1A	JAK1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	janus kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3717	HGNC:6192	JAK2	Janus kinase 2	TK	JakA	N/A	JAK	JAK2	JAK2	JAK2	Janus kinase 2 (a protein tyrosine kinase)	JAK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Janus kinase 2	OTTHUMP00000043260	tyrosine-protein kinase JAK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3718	HGNC:6193	JAK3	Janus kinase 3	TK	JakA	N/A	JAK	JAK3	JAK3	JAK3	"Janus kinase 3 (a protein tyrosine kinase, leukocyte)"	JAK3	JAK-3	JAK3_HUMAN	JAKL	L-JAK	LJAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Janus kinase 3	LEUKOCYTE JANUS KINASE	TYROSINE-PROTEIN KINASE JAK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7297	HGNC:12440	TYK2	tyrosine kinase 2	TK	JakA	N/A	JAK	Tyk2	Tyk2/TYK2	TYK2	tyrosine kinase 2	TYK2	JTK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
127933	HGNC:19683	UHMK1	U2AF homology motif kinase 1	Other	KIS	N/A	N/A	KIS	N/A	UHMK1	U2AF homology motif (UHM) kinase 1	KIS	KIS	Kist	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	KIS protein kinase	kinase interacting stathmin	kinase interacting with leukemia-associated gene (stathmin)	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3984	HGNC:6613	LIMK1	LIM domain kinase 1	TKL	LISK	LIMK	N/A	N/A	N/A	LIMK1	LIM domain kinase 1	LIMK1	LIMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	LIM motif-containing protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3985	HGNC:6614	LIMK2	LIM domain kinase 2	TKL	LISK	LIMK	N/A	N/A	N/A	LIMK2	LIM domain kinase 2	LIMK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7016	HGNC:11731	TESK1	testis associated actin remodelling kinase 1	TKL	LISK	TESK	N/A	TESK1	N/A	TESK1	testis-specific kinase 1	TESK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	testis specific kinase-1	testis-specific kinase-1	testis-specific protein kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10420	HGNC:11732	TESK2	testis associated actin remodelling kinase 2	TKL	LISK	TESK	N/A	TESK2	N/A	TESK2	testis-specific kinase 2	TESK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	testis-specific protein kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9625	HGNC:21	AATK	apoptosis associated tyrosine kinase	TK	Lmr	N/A	LMR	Lmr1	N/A	Not found	apoptosis-associated tyrosine kinase	LMR1	AATYK	KIAA0641	LMR1	LMTK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	lemur tyrosine kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
22853	HGNC:17880	LMTK2	lemur tyrosine kinase 2	TK	Lmr	N/A	N/A	Lmr2	N/A	Not found	lemur tyrosine kinase 2	LMR2	AATYK2	BREK	KIAA1079	KPI-2	KPI2	LMR2	cprk	N/A	N/A	N/A	N/A	N/A	N/A	kinase phosphatase inhibitor 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
114783	HGNC:19295	LMTK3	lemur tyrosine kinase 3	TK	Lmr	N/A	N/A	Lmr3	N/A	Not found	lemur tyrosine kinase 3	LMR3	KIAA1883	LMR3	TYKLM3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
79705	HGNC:18608	LRRK1	leucine rich repeat kinase 1	TKL	LRRK	N/A	N/A	N/A	N/A	Not found	leucine-rich repeat kinase 1	LRRK1	FLJ23119	FLJ27465	KIAA1790	RIPK6	Roco1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
120892	HGNC:18618	LRRK2	leucine rich repeat kinase 2	TKL	LRRK	N/A	N/A	LRRK2	LRRK2	LRRK2	leucine-rich repeat kinase 2	LRRK2	PARK8	RIPK7	ROCO2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Parkinson disease (autosomal dominant) 8	dardarin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5594	HGNC:6871	MAPK1	mitogen-activated protein kinase 1	CMGC	MAPK	ERK1	ERK	ERK2	ERK2/MAPK1	MAPK1	mitogen-activated protein kinase 1	Erk2	ERK	ERK2	ERT1	MAPK2	P42MAPK	PRKM1	PRKM2	p38	p40	p41	p41mapk	N/A	N/A	extracellular signal-regulated kinase 2	mitogen-activated protein kinase 2	protein tyrosine kinase ERK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5602	HGNC:6872	MAPK10	mitogen-activated protein kinase 10	CMGC	MAPK	JNK	JNK	JNK3	JNK3/MAPK10	MAPK10	mitogen-activated protein kinase 10	JNK3	FLJ12099	FLJ33785	JNK3	JNK3A	MGC50974	PRKM10	p493F12	p54bSAPK	N/A	N/A	N/A	N/A	N/A	JNK3 alpha protein kinase	MAP kinase	c-Jun N-terminal kinase 3	c-Jun kinase 3	stress activated protein kinase JNK3	stress activated protein kinase beta	N/A	N/A	N/A	N/A
5600	HGNC:6873	MAPK11	mitogen-activated protein kinase 11	CMGC	MAPK	p38	p38	p38[beta]	N/A	MAPK11	mitogen-activated protein kinase 11	p38b	P38B	P38BETA2	PRKM11	SAPK2	SAPK2B	p38-2	p38Beta	N/A	N/A	N/A	N/A	N/A	N/A	mitogen-activated protein kinase p38 beta	mitogen-activated protein kinase p38-2	stress-activated protein kinase-2	stress-activated protein kinase-2b	N/A	N/A	N/A	N/A	N/A	N/A
6300	HGNC:6874	MAPK12	mitogen-activated protein kinase 12	CMGC	MAPK	p38	p38	p38[gamma]	N/A	MAPK12	mitogen-activated protein kinase 12	p38g	ERK3	ERK6	P38GAMMA	PRKM12	SAPK-3	SAPK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitogen-activated protein kinase 3	stress-activated protein kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5603	HGNC:6875	MAPK13	mitogen-activated protein kinase 13	CMGC	MAPK	p38	p38	p38[delta]	N/A	MAPK13	mitogen-activated protein kinase 13	p38d	MGC99536	PRKM13	SAPK4	p38delta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitogen-activated protein kinase p38 delta	stress-activated protein kinase 4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1432	HGNC:6876	MAPK14	mitogen-activated protein kinase 14	CMGC	MAPK	p38	p38	MAPK14	N/A	MAPK14	mitogen-activated protein kinase 14	p38a	CSBP1	CSBP2	CSPB1	EXIP	Mxi2	PRKM14	PRKM15	RK	SAPK2A	p38	p38ALPHA	N/A	N/A	Csaids binding protein	MAP kinase Mxi2	MAX-interacting protein 2	cytokine suppressive anti-inflammatory drug binding protein	p38 MAP kinase	p38 mitogen activated protein kinase	p38alpha Exip	stress-activated protein kinase 2A	N/A	N/A
225689	HGNC:24667	MAPK15	mitogen-activated protein kinase 15	CMGC	MAPK	ERK7	ERK	ERK7	ERK7/MAPK15	MAPK15	mitogen-activated protein kinase 15	Erk7	ERK7	ERK8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	extracellular regulated kinase 8 delta	extracellular signal regulated kinase 8	extracellular signal-regulated kinase 8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5595	HGNC:6877	MAPK3	mitogen-activated protein kinase 3	CMGC	MAPK	ERK1	ERK	ERK1	ERK1/MAPK3	MAPK3	mitogen-activated protein kinase 3	Erk1	ERK1	HS44KDAP	HUMKER1A	MGC20180	P44ERK1	P44MAPK	PRKM3	N/A	N/A	N/A	N/A	N/A	N/A	extracellular signal-regulated kinase 1	extracellular signal-related kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5596	HGNC:6878	MAPK4	mitogen-activated protein kinase 4	CMGC	MAPK	ERK3	ERK	ERK4	N/A	Not found	mitogen-activated protein kinase 4	Erk4	ERK3	Erk4	PRKM4	p63MAPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Erk3-related	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5597	HGNC:6879	MAPK6	mitogen-activated protein kinase 6	CMGC	MAPK	ERK3	ERK	ERK3	N/A	MAPK6	mitogen-activated protein kinase 6	Erk3	DKFZp686F03189	ERK3	HsT17250	PRKM6	p97MAPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP kinase isoform p97	extracellular signal-regulated kinase 3	"extracellular signal-regulated kinase, p97"	"protein kinase, mitogen-activated 5"	"protein kinase, mitogen-activated 6"	N/A	N/A	N/A	N/A	N/A
5598	HGNC:6880	MAPK7	mitogen-activated protein kinase 7	CMGC	MAPK	ERK5	ERK	ERK5	ERK5/MAPK7	MAPK7	mitogen-activated protein kinase 7	Erk5	BMK1	ERK4	ERK5	PRKM7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	BMK1 kinase	extracellular-signal-regulated kinase 5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5599	HGNC:6881	MAPK8	mitogen-activated protein kinase 8	CMGC	MAPK	JNK	JNK	JNK1	JNK1/MAPK8	MAPK8	mitogen-activated protein kinase 8	JNK1	JNK	JNK1	JNK1A2	JNK21B1/2	PRKM8	SAPK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	JNK1 alpha protein kinase	JNK1 beta protein kinase	c-Jun N-terminal kinase 1	mitogen-activated protein kinase 8 transcript variant 2	protein kinase JNK1	stress-activated protein kinase JNK1	N/A	N/A	N/A	N/A
5601	HGNC:6886	MAPK9	mitogen-activated protein kinase 9	CMGC	MAPK	JNK	JNK	JNK2	JNK2/MAPK9	MAPK9	mitogen-activated protein kinase 9	JNK2	JNK-55	JNK2	JNK2A	JNK2ALPHA	JNK2B	JNK2BETA	PRKM9	p54aSAPK	N/A	N/A	N/A	N/A	N/A	Jun kinase	MAP kinase 9	c-Jun N-terminal kinase 2	c-Jun kinase 2	stress-activated protein kinase JNK2	N/A	N/A	N/A	N/A	N/A
51701	HGNC:29858	NLK	nemo like kinase	CMGC	MAPK	nmo	nmo	NLK	NLK	NLK	nemo-like kinase	NLK	DKFZp761G1211	FLJ21033	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	nemo like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9261	HGNC:6887	MAPKAPK2	MAPK activated protein kinase 2	CAMK	MAPKAPK	MAPKAPK	MAPKAPK	MAPKAPK2	MAPKAPK2	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7867	HGNC:6888	MAPKAPK3	MAPK activated protein kinase 3	CAMK	MAPKAPK	MAPKAPK	MAPKAPK	MAPKAPK3	N/A	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	MAPKAPK3	3PK	MAPKAP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAPKAP kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8550	HGNC:6889	MAPKAPK5	MAPK activated protein kinase 5	CAMK	MAPKAPK	MAPKAPK	MAPKAPK	MAPKAPK5	MAPKAPK5	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	MAPKAPK5	PRAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	p38-regulated/activated protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8569	HGNC:7110	MKNK1	MAPK interacting serine/threonine kinase 1	CAMK	MAPKAPK	MNK	MAPKAPK	MNK1	N/A	MKNK1	MAP kinase interacting serine/threonine kinase 1	MNK1	MNK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MAP kinase interacting kinase 1	MAP kinase-interacting serine/threonine kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2872	HGNC:7111	MKNK2	MAPK interacting serine/threonine kinase 2	CAMK	MAPKAPK	MNK	MAPKAPK	MNK2	N/A	MKNK2	MAP kinase interacting serine/threonine kinase 2	MNK2	GPRK7	MNK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	G protein-coupled receptor kinase 7	MAP kinase-interacting serine/threonine kinase 2	Putative map kinase interacting kinase [Homo sapiens]	N/A	N/A	N/A	N/A	N/A	N/A	N/A
22983	HGNC:19034	MAST1	microtubule associated serine/threonine kinase 1	AGC	MAST	MAST	N/A	N/A	N/A	MAST1	microtubule associated serine/threonine kinase 1	MAST1	KIAA0973	SAST	SAST170	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9430008B02Rik	syntrophin associated serine/threonine kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
23139	HGNC:19035	MAST2	microtubule associated serine/threonine kinase 2	AGC	MAST	MAST	N/A	N/A	N/A	MAST2	microtubule associated serine/threonine kinase 2	MAST2	FLJ39200	KIAA0807	MAST205	MTSSK	RP4-533D7.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000046616	microtubule associated testis specific serine/threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
23031	HGNC:19036	MAST3	microtubule associated serine/threonine kinase 3	AGC	MAST	MAST	N/A	N/A	N/A	Not found	microtubule associated serine/threonine kinase 3	MAST3	KIAA0561	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
375449	HGNC:19037	MAST4	microtubule associated serine/threonine kinase family member 4	AGC	MAST	MAST	N/A	N/A	N/A	Not found	N/A	MAST4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC375449	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
84930	HGNC:19042	MASTL	microtubule associated serine/threonine kinase like	AGC	MAST	MASTL	N/A	N/A	N/A	Not found	microtubule associated serine/threonine kinase-like	MASTL	FLJ14813	RP11-85G18.2	THC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	novel protein kinase domain containing protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4233	HGNC:7029	MET	"MET proto-oncogene, receptor tyrosine kinase"	TK	Met	N/A	MET	Met	Met/MET	MET	met proto-oncogene (hepatocyte growth factor receptor)	MET	HGFR	RCCP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Oncogene MET	met proto-oncogene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4486	HGNC:7381	MST1R	macrophage stimulating 1 receptor	TK	Met	N/A	MET	Ron	N/A	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	RON	CDw136	PTK8	RON	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PTK8 protein tyrosine kinase 8	c-met-related tyrosine kinase	macrophage stimulating 1 receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4638	HGNC:7590	MYLK	myosin light chain kinase	CAMK	MLCK	N/A	MLCK	N/A	N/A	Not found	"myosin, light chain kinase"	smMLCK	DKFZp686I10125	FLJ12216	KRP	MLCK	MLCK108	MLCK210	MSTP083	N/A	N/A	N/A	N/A	N/A	N/A	myosin light chain kinase	"myosin, light polypeptide kinase"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
85366	HGNC:16243	MYLK2	myosin light chain kinase 2	CAMK	MLCK	N/A	MLCK	N/A	N/A	MYLK2	"myosin light chain kinase 2, skeletal muscle"	skMLCK	KMLC	MLCK	skMLCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000030562	skeletal myosin light chain kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
91807	HGNC:29826	MYLK3	myosin light chain kinase 3	CAMK	MLCK	N/A	N/A	N/A	N/A	Not found	N/A	caMLCK	MGC126319	MGC126320	MLCK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	cardiac-MyBP-C associated Ca/CaM kinase	myosin light chain kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
340156	HGNC:27972	MYLK4	myosin light chain kinase family member 4	CAMK	MLCK	N/A	N/A	N/A	N/A	Not found	N/A	SgK085	LOC340156	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000015941	OTTHUMP00000039146	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7273	HGNC:12403	TTN	titin	CAMK	MLCK	N/A	MLCK	TTN	N/A	Not found	titin	TTN	CMD1G	CMH9	CMPD4	DKFZp451N061	FLJ26020	FLJ26409	FLJ32040	FLJ34413	FLJ39564	FLJ43066	HMERF	LGMD2J	TMD	"cardiomyopathy, dilated 1G (autosomal dominant)"	connectin	rhabdomyosarcoma antigen MU-RMS-40.14	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3611	HGNC:6040	ILK	integrin linked kinase	TKL	MLK	ILK	MLK	N/A	ILK	ILK	integrin-linked kinase	ILK	DKFZp686F1765	P59	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4294	HGNC:6849	MAP3K10	mitogen-activated protein kinase kinase kinase 10	TKL	MLK	MLK	MLK	MLK2	MLK2/MAP3K10	MAP3K10	mitogen-activated protein kinase kinase kinase 10	MLK2	MLK2	MST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MKN28 derived nonreceptor_type serine/threonine kinase	MKN28 kinase	mixed lineage kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4296	HGNC:6850	MAP3K11	mitogen-activated protein kinase kinase kinase 11	TKL	MLK	MLK	MLK	MLK3	MLK3/MAP3K11	MAP3K11	mitogen-activated protein kinase kinase kinase 11	MLK3	MGC17114	MLK-3	MLK3	PTK1	SPRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SH3 domain-containing proline-rich kinase	mixed lineage kinase 3	protein-tyrosine kinase PTK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7786	HGNC:6851	MAP3K12	mitogen-activated protein kinase kinase kinase 12	TKL	MLK	LZK	MLK	DLK	N/A	Not found	mitogen-activated protein kinase kinase kinase 12	DLK	DLK	MUK	ZPK	ZPKP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	dual leucine zipper kinase DLK	leucine zipper protein kinase	protein kinase MUK	zipper protein kinase	N/A	N/A	N/A	N/A	N/A	N/A
9175	HGNC:6852	MAP3K13	mitogen-activated protein kinase kinase kinase 13	TKL	MLK	LZK	MLK	N/A	N/A	MAP3K13	mitogen-activated protein kinase kinase kinase 13	LZK	LZK	MGC133196	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	leucine zipper-bearing kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
51776	HGNC:17797	MAP3K20	mitogen-activated protein kinase kinase kinase 20	TKL	MLK	ZAK	N/A	ZAK	N/A	MAP3K20	N/A	ZAK	AZK	MLK7	MLT	MLTK	MRK	mlklak	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MLK-like mitogen-activated protein triple kinase	MLK-related kinase	cervical cancer suppressor gene 4 protein	leucine zipper- and sterile alpha motif-containing kinase	mitogen-activated protein kinase kinase kinase MLT	mixed lineage kinase 7	mixed lineage kinase with a leucine zipper and a sterile alpha motif	mixed lineage kinase-related kinase	mixed lineage kinase-related kinase MRK-beta	N/A
84451	HGNC:29798	MAP3K21	mitogen-activated protein kinase kinase kinase 21	TKL	MLK	MLK	N/A	MLK4	N/A	Not found	N/A	MLK4	MLK4	RP5-862P8.2	dJ862P8.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6885	HGNC:6859	MAP3K7	mitogen-activated protein kinase kinase kinase 7	TKL	MLK	TAK1	STE11	MAP3K7	N/A	MAP3K7	mitogen-activated protein kinase kinase kinase 7	TAK1	TAK1	TGF1a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGF-beta activated kinase 1	transforming growth factor-beta-activated kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4293	HGNC:6861	MAP3K9	mitogen-activated protein kinase kinase kinase 9	TKL	MLK	MLK	MLK	MLK1	N/A	Not found	mitogen-activated protein kinase kinase kinase 9	MLK1	MLK1	PRKE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mixed lineage kinase 1 (tyr and ser/thr specificity)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
51086	HGNC:19661	TNNI3K	TNNI3 interacting kinase	TKL	MLK	HH498	MLK	N/A	N/A	TNNI3K	TNNI3 interacting kinase	HH498	CARK	MGC142099	MGC33828	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	cardiac ankyrin repeat kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4342	HGNC:7199	MOS	"MOS proto-oncogene, serine/threonine kinase"	Other	MOS	N/A	MOS	MOS	N/A	MOS	v-mos Moloney murine sarcoma viral oncogene homolog	MOS	MGC119962	MGC119963	MSV	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Oncogene MOS, Moloney murine sarcoma virus"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4593	HGNC:7525	MUSK	muscle associated receptor tyrosine kinase	TK	Musk	N/A	N/A	MUSK	N/A	Not found	"muscle, skeletal, receptor tyrosine kinase"	MUSK	MGC126323	MGC126324	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein-tyrosine kinase	receptor tyrosine kinase	skeletal muscle receptor tyrosine kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
728642	HGNC:1730	CDK11A	cyclin dependent kinase 11A	N/A	N/A	N/A	CDK	N/A	N/A	CDK11A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
984	HGNC:1729	CDK11B	cyclin dependent kinase 11B	N/A	N/A	N/A	CDK	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
283106	HGNC:2458	CSNK2A3	casein kinase 2 alpha 3	N/A	N/A	N/A	CK2	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
255967	HGNC:29991	PAN3	poly(A) specific ribonuclease subunit PAN3	N/A	N/A	N/A	N/A	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
653650	HGNC:49897	PDPK2P	"3-phosphoinositide dependent protein kinase 2, pseudogene"	N/A	N/A	N/A	N/A	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
374872	HGNC:24793	PEAK3	PEAK family member 3	N/A	N/A	N/A	N/A	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5290	HGNC:8975	PIK3CA	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"	N/A	N/A	N/A	N/A	N/A	N/A	PIK3CA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5291	HGNC:8976	PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	N/A	N/A	N/A	N/A	N/A	N/A	PIK3CB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
